16, 1, 1.00, 63899000, 1.00
16, 2, 1.00, 15337000, 0.24
16, 3, 1.00, 11266000, 0.18
16, 4, 1.00, 9173000, 0.14
16, 5, 1.00, 7617000, 0.12
16, 6, 1.00, 6968000, 0.11
16, 7, 1.00, 6245000, 0.10
16, 8, 1.00, 5909000, 0.09
16, 9, 1.00, 5979000, 0.09
16, 10, 1.00, 5940000, 0.09
16, 11, 1.00, 6023000, 0.09
16, 12, 1.00, 6024000, 0.09
16, 13, 1.00, 6058000, 0.09
16, 14, 1.00, 6085000, 0.10
16, 15, 1.00, 5945000, 0.09
16, 16, 1.00, 5986000, 0.09
16, 17, 1.02, 5640000, 0.09
16, 18, 1.00, 5263000, 0.08
16, 19, 1.00, 5342000, 0.08
16, 20, 1.02, 5022000, 0.08
16, 21, 1.00, 4296000, 0.07
16, 22, 1.00, 4452000, 0.07
16, 23, 1.00, 4742000, 0.07
16, 24, 1.00, 3951000, 0.06
16, 25, 1.00, 3786000, 0.06
16, 26, 1.00, 3930000, 0.06
16, 27, 1.01, 3958000, 0.06
16, 28, 1.00, 3617000, 0.06
16, 29, 1.01, 3356000, 0.05
16, 30, 1.01, 2972000, 0.05
16, 31, 1.00, 2999000, 0.05
16, 32, 1.02, 3179000, 0.05
256, 1, 1.00, 83673000, 1.31
256, 2, 1.00, 20411000, 0.32
256, 3, 1.00, 11883000, 0.19
256, 4, 1.00, 9457000, 0.15
256, 5, 1.00, 7617000, 0.12
256, 6, 1.00, 6941000, 0.11
256, 7, 1.00, 6306000, 0.10
256, 8, 1.00, 5939000, 0.09
256, 9, 1.00, 5966000, 0.09
256, 10, 1.00, 5976000, 0.09
256, 11, 1.00, 6013000, 0.09
256, 12, 1.00, 6010000, 0.09
256, 13, 1.00, 6022000, 0.09
256, 14, 1.00, 6049000, 0.09
256, 15, 1.00, 5897000, 0.09
256, 16, 1.00, 5929000, 0.09
256, 17, 1.00, 5649000, 0.09
256, 18, 1.00, 5173000, 0.08
256, 19, 1.00, 4924000, 0.08
256, 20, 1.00, 4927000, 0.08
256, 21, 1.00, 4364000, 0.07
256, 22, 1.02, 4409000, 0.07
256, 23, 1.02, 3770000, 0.06
256, 24, 1.01, 4036000, 0.06
256, 25, 1.00, 3870000, 0.06
256, 26, 1.00, 3908000, 0.06
256, 27, 1.02, 3398000, 0.05
256, 28, 1.01, 3534000, 0.06
256, 29, 1.01, 3600000, 0.06
256, 30, 1.00, 2854000, 0.04
256, 31, 1.01, 2770000, 0.04
256, 32, 1.00, 2952000, 0.05
4096, 1, 1.00, 83606000, 1.31
4096, 2, 1.00, 20505000, 0.32
4096, 3, 1.00, 12067000, 0.19
4096, 4, 1.00, 9513000, 0.15
4096, 5, 1.00, 7633000, 0.12
4096, 6, 1.00, 6976000, 0.11
4096, 7, 1.00, 6232000, 0.10
4096, 8, 1.00, 5942000, 0.09
4096, 9, 1.00, 5974000, 0.09
4096, 10, 1.00, 5989000, 0.09
4096, 11, 1.00, 6018000, 0.09
4096, 12, 1.00, 6012000, 0.09
4096, 13, 1.00, 6033000, 0.09
4096, 14, 1.00, 6059000, 0.09
4096, 15, 1.00, 5945000, 0.09
4096, 16, 1.00, 5940000, 0.09
4096, 17, 1.00, 5650000, 0.09
4096, 18, 1.00, 5143000, 0.08
4096, 19, 1.00, 4990000, 0.08
4096, 20, 1.00, 4913000, 0.08
4096, 21, 1.00, 4217000, 0.07
4096, 22, 1.00, 4135000, 0.06
4096, 23, 1.00, 4660000, 0.07
4096, 24, 1.00, 4083000, 0.06
4096, 25, 1.01, 4554000, 0.07
4096, 26, 1.00, 3553000, 0.06
4096, 27, 1.00, 3533000, 0.06
4096, 28, 1.00, 3901000, 0.06
4096, 29, 1.00, 3290000, 0.05
4096, 30, 1.00, 3057000, 0.05
4096, 31, 1.00, 2763000, 0.04
4096, 32, 1.00, 2786000, 0.04
65536, 1, 1.00, 83655000, 1.31
65536, 2, 1.00, 22012000, 0.34
65536, 3, 1.00, 12000000, 0.19
65536, 4, 1.00, 9646000, 0.15
65536, 5, 1.00, 7658000, 0.12
65536, 6, 1.00, 7037000, 0.11
65536, 7, 1.00, 6351000, 0.10
65536, 8, 1.00, 6012000, 0.09
65536, 9, 1.00, 6027000, 0.09
65536, 10, 1.00, 6062000, 0.09
65536, 11, 1.00, 6066000, 0.09
65536, 12, 1.00, 6061000, 0.09
65536, 13, 1.00, 6138000, 0.10
65536, 14, 1.00, 6176000, 0.10
65536, 15, 1.00, 6049000, 0.09
65536, 16, 1.00, 6070000, 0.09
65536, 17, 1.00, 5866000, 0.09
65536, 18, 1.00, 5389000, 0.08
65536, 19, 1.00, 5142000, 0.08
65536, 20, 1.01, 4823000, 0.08
65536, 21, 1.00, 4564000, 0.07
65536, 22, 1.00, 4433000, 0.07
65536, 23, 1.01, 4697000, 0.07
65536, 24, 1.00, 4225000, 0.07
65536, 25, 1.00, 4064000, 0.06
65536, 26, 1.01, 4019000, 0.06
65536, 27, 1.00, 3753000, 0.06
65536, 28, 1.00, 3538000, 0.06
65536, 29, 1.01, 3506000, 0.05
65536, 30, 1.00, 3424000, 0.05
65536, 31, 1.01, 3444000, 0.05
65536, 32, 1.00, 3264000, 0.05
1.04858e+06, 1, 1.00, 83597000, 1.31
1.04858e+06, 2, 1.00, 21970000, 0.34
1.04858e+06, 3, 1.00, 11911000, 0.19
1.04858e+06, 4, 1.00, 9571000, 0.15
1.04858e+06, 5, 1.00, 7662000, 0.12
1.04858e+06, 6, 1.00, 6967000, 0.11
1.04858e+06, 7, 1.00, 6311000, 0.10
1.04858e+06, 8, 1.00, 5855000, 0.09
1.04858e+06, 9, 1.00, 5972000, 0.09
1.04858e+06, 10, 1.00, 5902000, 0.09
1.04858e+06, 11, 1.00, 5963000, 0.09
1.04858e+06, 12, 1.00, 6021000, 0.09
1.04858e+06, 13, 1.00, 6047000, 0.09
1.04858e+06, 14, 1.00, 6083000, 0.10
1.04858e+06, 15, 1.00, 5956000, 0.09
1.04858e+06, 16, 1.00, 5978000, 0.09
1.04858e+06, 17, 1.00, 5758000, 0.09
1.04858e+06, 18, 1.00, 5283000, 0.08
1.04858e+06, 19, 1.00, 5309000, 0.08
1.04858e+06, 20, 1.00, 4759000, 0.07
1.04858e+06, 21, 1.00, 4539000, 0.07
1.04858e+06, 22, 1.01, 4490000, 0.07
1.04858e+06, 23, 1.00, 4206000, 0.07
1.04858e+06, 24, 1.01, 3823000, 0.06
1.04858e+06, 25, 1.01, 3544000, 0.06
1.04858e+06, 26, 1.00, 3374000, 0.05
1.04858e+06, 27, 1.02, 3567000, 0.06
1.04858e+06, 28, 1.00, 3693000, 0.06
1.04858e+06, 29, 1.01, 3245000, 0.05
1.04858e+06, 30, 1.00, 2917000, 0.05
1.04858e+06, 31, 1.00, 2966000, 0.05
1.04858e+06, 32, 1.00, 3328000, 0.05
